track_name,artist_name,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,release_year,genres,loudness_scaled,popularity_metric,popularity_category
Never Really Over,Katy Perry,0.77,0.882,0.0602,0.194,0.0,0.316,0.385,0.25573930741678286,4,2019,Pop,0.7927685275873326,70.0,Not_so_popular
Easier,5 Seconds of Summer,0.562,0.46,0.259,0.476,0.0,0.107,0.623,0.8106229163779082,4,2020,Pop,0.8432908912830557,70.0,Not_so_popular
If I Cant Have You,Shawn Mendes,0.692,0.809,0.0602,0.524,0.0,0.147,0.864,0.43023467876656873,4,2019,Pop,0.8412504080966372,70.0,Not_so_popular
Ladbroke Grove,AJ Tracey,0.902,0.839,0.208,0.0933,0.0,0.102,0.727,0.5037532553745597,4,2019,Hip Hop,0.4128305582761997,70.0,Not_so_popular
I Dont Care with Justin Bieber,"Ed Sheeran & Justin Bieber, Justin Bieber",0.798,0.676,0.0442,0.0902,0.0,0.0894,0.843,0.27007389791437186,4,2019,Pop,0.7724453150506039,69.0,Not_so_popular
The London feat J Cole  Travis Scott,"Young Thug, J. Cole, Travis Scott",0.796,0.586,0.147,0.0247,0.0,0.132,0.179,0.24107644385436344,4,2019,"Hip Hop,Rap",0.6169604962455109,69.0,Not_so_popular
we fell in love in october,girl in red,0.566,0.366,0.028,0.113,0.181,0.155,0.237,0.4743618736367551,4,2018,"Rock,Pop",0.1385079986940907,89.0,Popular_Forever
Natural,Imagine Dragons,0.704,0.611,0.0409,0.217,0.0,0.0812,0.22,0.2558049620297489,4,2018,"Rock,Pop",0.6850310153444334,83.0,Semi_Popular
Call Out My Name,The Weeknd,0.461,0.593,0.0356,0.17,0.0,0.307,0.175,0.505073642590877,3,2018,"Jazz,Pop",0.7795461965393404,88.0,Popular_Forever
Delicate,Taylor Swift,0.75,0.404,0.0682,0.216,0.000357,0.0911,0.0499,0.21965845011343665,4,2017,Pop,0.3531668299053214,87.0,Popular_Forever
Ric Flair Drip with Metro Boomin,"Offset, Metro Boomin",0.88,0.428,0.206,0.149,5.05e-05,0.114,0.333,0.25585602672872254,4,2017,"Pop,Hip Hop,Rap",0.5080803134182174,86.0,Popular_Forever
Gods Plan,Drake,0.754,0.449,0.109,0.0332,8.29e-05,0.552,0.357,0.08925379884885576,4,2018,"Pop,Hip Hop,Rap",0.4320927195559907,86.0,Popular_Forever
One Kiss with Dua Lipa,"Calvin Harris, Dua Lipa",0.791,0.862,0.11,0.037,2.19e-05,0.0814,0.592,0.4308401601972557,4,2018,"Pop,Hip Hop",0.9194417238001956,86.0,Popular_Forever
All The Stars with SZA,"Kendrick Lamar, SZA",0.698,0.633,0.0597,0.0605,0.000194,0.0926,0.552,0.23336567430935007,4,2018,"Jazz,Pop,Hip Hop,Rap",0.7801991511589943,86.0,Popular_Forever
rockstar feat 21 Savage,"Post Malone, 21 Savage",0.585,0.52,0.0712,0.124,7.01e-05,0.131,0.129,0.6920506853612098,4,2018,"Pop,Hip Hop,Rap",0.6830721514854716,85.0,Popular_Forever
Happier,"Marshmello, Bastille",0.687,0.792,0.0452,0.191,0.0,0.167,0.671,0.2558852065567073,4,2018,"Rock,Pop,Hip Hop",0.959516813581456,85.0,Popular_Forever
Moonlight,XXXTENTACION,0.921,0.537,0.0804,0.556,0.00404,0.102,0.711,0.46012941253711304,4,2018,"Hip Hop,Rap",0.716780933725106,84.0,Popular_Forever
Djala Que Vuelva feat Manuel Turizo,"Piso 21, Manuel Turizo",0.681,0.788,0.0785,0.0482,0.0,0.0753,0.839,0.7665905559486728,4,2018,"Pop,Latino,Rap",0.8310479921645444,84.0,Popular_Forever
I Like Me Better,Lauv,0.753,0.505,0.255,0.534,2.58e-06,0.104,0.419,0.19724104726402636,4,2018,Pop,0.5618674502122101,84.0,Popular_Forever
LOVE FEAT ZACARI,"Kendrick Lamar, Zacari",0.8,0.585,0.0924,0.264,0.0,0.153,0.779,0.44589695143747143,4,2017,"Hip Hop,Rap",0.5845576232451843,85.0,Popular_Forever
Yes Indeed,"Lil Baby, Drake",0.963,0.346,0.53,0.0355,0.0,0.108,0.562,0.40139041880348114,4,2018,"Pop,Hip Hop,Rap",0.4240940254652301,83.0,Semi_Popular
2002,Anne-Marie,0.697,0.683,0.117,0.0372,0.0,0.137,0.603,0.22759536332533326,4,2018,Pop,0.948743062357166,83.0,Semi_Popular
Let You Down,NF,0.662,0.714,0.121,0.312,0.0,0.179,0.464,0.6059410129777287,4,2017,"Pop,Hip Hop,Rap",0.7202905648057459,82.0,Semi_Popular
Silence,"Marshmello, Khalid",0.52,0.761,0.0853,0.256,4.96e-06,0.17,0.286,0.5619816021184556,4,2017,"Jazz,Pop,Hip Hop",0.9314397649363368,83.0,Semi_Popular
The Middle,"Zedd, Maren Morris, Grey",0.753,0.657,0.0449,0.171,0.0,0.112,0.437,0.30694261057331074,4,2018,"Pop,Hip Hop,Country",0.9340515834149524,82.0,Semi_Popular
SAD,XXXTENTACION,0.74,0.613,0.145,0.258,0.00372,0.123,0.473,0.07359882113494942,4,2018,"Hip Hop,Rap",0.7855860267711393,83.0,Semi_Popular
IDGAF,Dua Lipa,0.836,0.544,0.0943,0.0403,0.0,0.0824,0.51,0.23412434983695785,4,2017,Pop,0.6962128632060072,81.0,Semi_Popular
Nice For What,Drake,0.585,0.909,0.0707,0.0891,9.7e-05,0.119,0.758,0.2074539870587463,4,2018,"Pop,Hip Hop,Rap",0.6554848188050929,81.0,Semi_Popular
Him  I with Halsey,"G-Eazy, Halsey",0.589,0.731,0.0868,0.0534,0.0,0.308,0.191,0.16759434203135382,4,2017,"Rock,Pop,Hip Hop,Rap",0.6661769507019261,81.0,Semi_Popular
In My Mind,"Dynoro, Gigi D'Agostino",0.694,0.77,0.149,0.176,1.1e-05,0.118,0.163,0.44478082301704835,4,2018,Hip Hop,0.7484492327783219,81.0,Semi_Popular
Be Alright,Dean Lewis,0.553,0.586,0.0362,0.697,0.0,0.0813,0.443,0.4504635945171104,4,2018,Pop,0.6681358145608879,80.0,Semi_Popular
Mo Bamba,Sheck Wes,0.729,0.625,0.0315,0.194,0.00986,0.248,0.261,0.5916210123941319,4,2018,"Pop,Rap",0.754080966372837,80.0,Semi_Popular
Self Care,Mac Miller,0.52,0.538,0.206,0.367,0.00187,0.119,0.177,0.561419890429746,4,2018,"Pop,Hip Hop,Rap",0.5220372184133202,80.0,Semi_Popular
FRIENDS,"Marshmello, Anne-Marie",0.626,0.88,0.0504,0.205,0.0,0.128,0.534,0.2199064786513084,4,2018,"Pop,Hip Hop",0.9893078681031668,80.0,Semi_Popular
Nonstop,Drake,0.912,0.412,0.123,0.0165,0.0126,0.104,0.423,0.6569035825533809,4,2018,"Pop,Hip Hop,Rap",0.5248938948743062,81.0,Semi_Popular
Wolves,"Selena Gomez, Marshmello",0.724,0.804,0.0448,0.124,0.0,0.204,0.306,0.43808405249451055,4,2017,"Pop,Hip Hop",0.8072967678746326,80.0,Semi_Popular
Nevermind,Dennis Lloyd,0.6,0.688,0.201,0.159,1.29e-05,0.409,0.0793,0.2556371780188357,4,2017,Pop,0.5032647730982696,80.0,Semi_Popular
changes,XXXTENTACION,0.669,0.308,0.029,0.883,0.0,0.0984,0.52,0.0,4,2018,"Hip Hop,Rap",0.3621449559255632,79.0,Semi_Popular
Psycho feat Ty Dolla ign,"Post Malone, Ty Dolla $ign",0.75,0.56,0.105,0.546,0.0,0.111,0.459,0.5480409392986629,4,2018,"Jazz,Pop,Hip Hop,Rap",0.5232615083251714,79.0,Semi_Popular
I Like It,"Cardi B, Bad Bunny, J Balvin",0.816,0.726,0.129,0.099,0.0,0.372,0.65,0.5187735718297941,4,2018,"Pop,Latino,Rap",0.8575742735879854,79.0,Semi_Popular
God is a woman,Ariana Grande,0.602,0.658,0.0558,0.0233,6e-05,0.237,0.268,0.584304170526915,4,2018,Pop,0.6995592556317335,79.0,Semi_Popular
Shotgun,George Ezra,0.673,0.735,0.0457,0.286,0.0,0.242,0.754,0.3706567649783705,4,2018,Pop,0.7975840679072803,78.0,Semi_Popular
Vaina Loca,"Ozuna, Manuel Turizo",0.754,0.805,0.0752,0.315,0.0,0.203,0.555,0.21190391082644577,4,2018,"Pop,Latino,Rap",0.8370878223963434,78.0,Semi_Popular
Stir Fry,Migos,0.817,0.816,0.269,0.00263,0.0,0.159,0.508,0.8538601264945545,4,2018,"Pop,Hip Hop,Rap",0.7429807378387201,78.0,Semi_Popular
Let Me Go with Alesso Florida Georgia Line  watt,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",0.664,0.708,0.0474,0.0337,0.0,0.0841,0.742,0.2782004800081703,4,2017,"Rock,Pop,Hip Hop,Country",0.8448416585047338,78.0,Semi_Popular
Finesse - Remix feat Cardi B,"Bruno Mars, Cardi B",0.704,0.859,0.0996,0.0185,0.0,0.0215,0.926,0.29311866706545764,4,2017,"Pop,Rap",0.7858308847535096,77.0,Semi_Popular
How Long,Charlie Puth,0.845,0.561,0.0778,0.211,3.49e-06,0.0383,0.811,0.3285648631101321,4,2018,Pop,0.7551420176297746,77.0,Semi_Popular
no tears left to cry,Ariana Grande,0.699,0.713,0.0594,0.04,3.11e-06,0.294,0.354,0.4162429512478024,4,2018,Pop,0.7344107084557623,79.0,Semi_Popular
In My Feelings,Drake,0.835,0.626,0.125,0.0589,6e-05,0.396,0.35,0.1903691977735792,4,2018,"Pop,Hip Hop,Rap",0.7078028077048644,77.0,Semi_Popular
Te Bot - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",0.903,0.675,0.214,0.542,1.28e-05,0.0595,0.442,0.2303236772419227,4,2018,"Latino,Pop,Hip Hop,Rap",0.9027097616715636,77.0,Semi_Popular
Walk It Talk It,"Migos, Drake",0.907,0.633,0.184,0.0876,2.6e-06,0.106,0.395,0.5907456175545844,4,2018,"Pop,Hip Hop,Rap",0.7639569049951027,77.0,Semi_Popular
Mine,Bazzi,0.71,0.789,0.0722,0.0161,2.77e-06,0.451,0.717,0.5689701709208426,4,2018,Pop,0.8676950701926215,77.0,Semi_Popular
Rewrite The Stars,"Zac Efron, Zendaya",0.684,0.619,0.0386,0.0716,0.0,0.122,0.284,0.43851445495728814,4,2017,Pop,0.6121449559255631,76.0,Semi_Popular
Love Lies with Normani,"Khalid, Normani",0.708,0.648,0.0449,0.0956,0.0,0.134,0.338,0.576454796798973,4,2018,"Jazz,Pop",0.7246980084884099,76.0,Semi_Popular
Bad At Love,Halsey,0.675,0.751,0.0296,0.0604,0.0,0.0893,0.612,0.3899154514484138,4,2017,"Rock,Pop",0.89503754489063,76.0,Semi_Popular
Trip,Ella Mai,0.477,0.61,0.144,0.225,0.0,0.107,0.358,0.10904501717962378,4,2018,"Jazz,Rap",0.7245347698334965,76.0,Semi_Popular
Taki Taki with Selena Gomez Ozuna  Cardi B,"DJ Snake, Selena Gomez, Ozuna, Cardi B",0.842,0.801,0.228,0.157,4.82e-06,0.0642,0.617,0.22575703416228365,4,2018,"Latino,Pop,Hip Hop,Rap",0.8437806072477962,76.0,Semi_Popular
Eastside with Halsey  Khalid,"benny blanco, Halsey, Khalid",0.56,0.68,0.321,0.555,0.0,0.116,0.319,0.1784127632567607,4,2018,"Rock,Jazz,Pop",0.5596637283708782,76.0,Semi_Popular
In My Blood,Shawn Mendes,0.622,0.712,0.066,0.0573,0.0,0.13,0.487,0.547785615803795,4,2018,Pop,0.5863532484492328,76.0,Semi_Popular
X,"Nicky Jam, J Balvin",0.594,0.749,0.056,0.0338,0.00106,0.3,0.694,0.8391680831041501,4,2019,"Latino,Hip Hop,Rap",0.7514691478942213,75.0,Semi_Popular
River feat Ed Sheeran,"Eminem, Ed Sheeran",0.748,0.749,0.516,0.142,0.0,0.0713,0.659,0.1835119381971244,4,2017,"Pop,Hip Hop,Rap",0.7010284035259549,75.0,Semi_Popular
Its Not Living If Its Not With You,The 1975,0.618,0.837,0.0304,0.000254,0.000378,0.0618,0.526,0.41065501418869144,4,2018,"Rock,Pop",0.7482043747959516,75.0,Semi_Popular
Saturday Sun,Vance Joy,0.637,0.864,0.0468,0.484,0.0,0.222,0.706,0.25576848724476775,4,2018,"Rock,Pop",0.8263140711720534,75.0,Semi_Popular
Meant to Be feat Florida Georgia Line,"Bebe Rexha, Florida Georgia Line",0.643,0.783,0.0856,0.047,0.0,0.083,0.579,0.6503454162137716,4,2017,"Rock,Pop,Country",0.6567907280444008,75.0,Semi_Popular
Never Be the Same,Camila Cabello,0.637,0.713,0.0747,0.181,0.000637,0.137,0.243,0.47409196022789457,4,2018,Pop,0.830231798889977,75.0,Semi_Popular
These Days feat Jess Glynne Macklemore  Dan Caplen,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",0.653,0.809,0.0474,0.194,0.0,0.165,0.55,0.19899913190011742,4,2018,"Jazz,Pop,Hip Hop,Rap",0.8527587332680377,74.0,Semi_Popular
Me Niego feat Ozuna  Wisin,"Reik, Ozuna, Wisin",0.777,0.782,0.0907,0.0505,0.0,0.64,0.773,0.21220300406329107,4,2019,"Pop,Latino,Rap",0.8219066274893894,74.0,Semi_Popular
Leave a Light On,Tom Walker,0.586,0.624,0.113,0.0153,1.78e-06,0.133,0.267,0.029486216178755686,4,2017,"Rock,Pop",0.6985798237022527,74.0,Semi_Popular
Tequila,Dan + Shay,0.489,0.581,0.0281,0.0312,0.0,0.132,0.494,0.15379228339448947,4,2018,Country,0.716127979105452,74.0,Semi_Popular
Look Alive feat Drake,"BlocBoy JB, Drake",0.918,0.58,0.322,0.00108,6.12e-05,0.106,0.611,0.5474354578679759,4,2018,"Pop,Hip Hop,Rap",0.5716617695070192,74.0,Semi_Popular
Bodak Yellow,Cardi B,0.926,0.703,0.103,0.0659,0.0,0.231,0.485,0.43833937598937867,4,2018,"Pop,Rap",0.6666666666666666,73.0,Semi_Popular
Home with Machine Gun Kelly X Ambassadors  Bebe Rexha,"Machine Gun Kelly, X Ambassadors, Bebe Rexha",0.653,0.718,0.213,0.00413,0.0,0.0537,0.216,0.12474376463550751,4,2017,"Rock,Pop,Hip Hop,Rap",0.7568560235063662,73.0,Semi_Popular
Lets Fall in Love for the Night,FINNEAS,0.737,0.408,0.104,0.802,0.0,0.171,0.374,0.4594655714504564,4,2019,"Rock,Pop,Hip Hop",0.5357492654260528,73.0,Semi_Popular
This Feeling,"The Chainsmokers, Kelsea Ballerini",0.575,0.571,0.0439,0.0558,0.0,0.0912,0.449,0.2926371999037066,4,2018,"Pop,Country",0.5386059418870388,73.0,Semi_Popular
Rise,"Jonas Blue, Jack & Jack",0.687,0.785,0.0333,0.327,0.0,0.203,0.655,0.2999102720289465,4,2018,Pop,0.8043584720861898,73.0,Semi_Popular
The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya, The Greatest Showman Ensemble",0.417,0.824,0.105,0.000239,0.0545,0.0725,0.4,0.678328871251304,4,2017,Pop,0.5831700946784197,73.0,Semi_Popular
Kings Dead with Kendrick Lamar Future  James Blake,"Jay Rock, Kendrick Lamar, Future, James Blake",0.645,0.705,0.299,0.000813,0.0,0.128,0.376,0.5266886001707021,4,2018,"Jazz,Pop,Rap,Rock,Hip Hop",0.7751387528566763,73.0,Semi_Popular
Plug Walk,Rich The Kid,0.876,0.519,0.143,0.202,0.0,0.108,0.158,0.21919157286567792,4,2018,"Hip Hop,Rap",0.6508325171400587,72.0,Semi_Popular
Taste feat Offset,"Tyga, Offset",0.884,0.559,0.12,0.0236,0.0,0.101,0.342,0.24117127829531448,4,2018,"Pop,Hip Hop,Rap",0.5764773098269669,72.0,Semi_Popular
Spotlight,"Marshmello, Lil Peep",0.546,0.822,0.151,0.0145,0.0,0.742,0.615,0.620990509260948,4,2018,"Pop,Hip Hop,Rap",0.8179888997714657,72.0,Semi_Popular
MotorSport,"Migos, Nicki Minaj, Cardi B",0.904,0.518,0.183,0.0305,0.0,0.325,0.188,0.5329841480584474,4,2018,"Pop,Hip Hop,Rap",0.749673522690173,72.0,Semi_Popular
Done for Me feat Kehlani,"Charlie Puth, Kehlani",0.856,0.632,0.074,0.193,0.0,0.0688,0.697,0.343410100597457,4,2018,"Jazz,Pop,Rap",0.8825497877897485,72.0,Semi_Popular
Corazn feat Nego do Borel,"Maluma, Nego do Borel",0.722,0.738,0.247,0.328,1.47e-05,0.198,0.748,0.9712578694348597,4,2018,"Pop,Latino,Rap",0.6882141691152464,72.0,Semi_Popular
Simple,Florida Georgia Line,0.362,0.882,0.0973,0.0791,0.0,0.15,0.864,0.9839219147803124,4,2019,"Rock,Pop,Country",0.8805093046033299,72.0,Semi_Popular
Say Something feat Chris Stapleton,"Justin Timberlake, Chris Stapleton",0.707,0.632,0.0789,0.103,1.09e-05,0.0841,0.372,0.23421188932091253,4,2018,"Pop,Country",0.6100228534116878,72.0,Semi_Popular
Jackie Chan,"Tiësto, Dzeko, Preme, Post Malone",0.747,0.834,0.045,0.374,0.0,0.0586,0.687,0.46010023270912825,4,2018,"Pop,Hip Hop,Rap",0.9498857329415604,72.0,Semi_Popular
1950,King Princess,0.6,0.535,0.107,0.648,4.7e-06,0.162,0.269,0.050904209919682586,4,2018,"Rock,Pop,Hip Hop",0.6090434214822069,71.0,Semi_Popular
Solo feat Demi Lovato,"Clean Bandit, Demi Lovato",0.737,0.636,0.0437,0.0441,6.66e-05,0.35,0.565,0.2923162217958726,4,2018,Pop,0.812846882141691,71.0,Semi_Popular
Back To You,Selena Gomez,0.6,0.683,0.0493,0.0984,1.26e-06,0.11,0.494,0.27065749447407017,4,2018,Pop,0.6720535422788115,71.0,Semi_Popular
Pray For Me with Kendrick Lamar,"The Weeknd, Kendrick Lamar",0.735,0.677,0.093,0.0762,2.17e-05,0.111,0.188,0.2600652169155464,4,2018,"Jazz,Pop,Hip Hop,Rap",0.7775057133529218,71.0,Semi_Popular
Dura,Daddy Yankee,0.783,0.84,0.051,0.174,0.0,0.412,0.839,0.2193374720056026,4,2018,"Latino,Hip Hop,Rap",0.9050767221678092,71.0,Semi_Popular
This Is America,Childish Gambino,0.854,0.463,0.137,0.117,0.0,0.354,0.549,0.4018791809222285,4,2018,"Hip Hop,Rap",0.6811949069539666,71.0,Semi_Popular
Be Careful,Cardi B,0.82,0.568,0.411,0.0256,0.0,0.0952,0.535,0.6371780188355791,4,2018,"Pop,Rap",0.5121612797910544,70.0,Not_so_popular
1 2 3 feat Jason Derulo  De La Ghetto,"Sofía Reyes, Jason Derulo, De La Ghetto",0.792,0.895,0.0589,0.165,0.0,0.0501,0.794,0.2190967384247271,4,2018,"Pop,Latino,Rap",0.9298889977146588,70.0,Not_so_popular
Bood Up,Ella Mai,0.561,0.779,0.0531,0.0862,0.0,0.078,0.235,0.12424041260276775,4,2017,"Jazz,Rap",0.767058439438459,69.0,Not_so_popular
You Make It Easy,Jason Aldean,0.542,0.571,0.028,0.156,0.0,0.101,0.506,0.48834630619852515,3,2018,"Rock,Country",0.7513875285667644,70.0,Not_so_popular
I Miss You feat Julia Michaels,"Clean Bandit, Julia Michaels",0.693,0.624,0.0448,0.299,7.64e-06,0.0955,0.369,0.2922943369248838,4,2018,Pop,0.5732125367286972,71.0,Semi_Popular
Im Upset,Drake,0.899,0.586,0.343,0.279,0.0,0.0836,0.492,0.6205674017551668,4,2018,"Pop,Hip Hop,Rap",0.5418707149853085,69.0,Not_so_popular
FEFE feat Nicki Minaj  Murda Beatz,"6ix9ine, Nicki Minaj, Murda Beatz",0.93,0.383,0.409,0.0896,0.0,0.119,0.385,0.4452331103508146,4,2018,"Pop,Hip Hop,Rap",0.4215638263140711,69.0,Not_so_popular
Youngblood,5 Seconds of Summer,0.596,0.854,0.463,0.0169,0.0,0.124,0.152,0.4037029201712856,4,2018,Pop,0.7664871041462618,69.0,Not_so_popular
Freaky Friday feat Chris Brown,"Lil Dicky, Chris Brown",0.755,0.599,0.224,0.147,0.0,0.109,0.755,0.49743582261582564,4,2018,"Rock,Jazz,Pop,Rap",0.7723636957231471,69.0,Not_so_popular
Shape of You,Ed Sheeran,0.825,0.652,0.0802,0.581,0.0,0.0931,0.931,0.22645735003392164,4,2017,Pop,0.92409402546523,88.0,Popular_Forever
Believer,Imagine Dragons,0.776,0.78,0.128,0.0622,0.0,0.081,0.666,0.4378068441286539,4,2017,"Rock,Pop",0.8268854064642506,89.0,Popular_Forever
Despacito,"Luis Fonsi, Daddy Yankee",0.655,0.797,0.153,0.198,0.0,0.067,0.839,0.824286370831844,4,2019,"Latino,Pop,Hip Hop,Rap",0.7931766242246163,81.0,Semi_Popular
Bad Things with Camila Cabello,"Machine Gun Kelly, Camila Cabello",0.697,0.691,0.146,0.214,0.0,0.185,0.305,0.5319409692079866,4,2017,"Pop,Hip Hop,Rap",0.7956252040483185,73.0,Semi_Popular
Rockabye feat Sean Paul  Anne-Marie,"Clean Bandit, Sean Paul, Anne-Marie",0.72,0.763,0.0523,0.406,0.0,0.18,0.742,0.2701395525273379,4,2016,"Pop,Rap",0.8518609206660136,76.0,Semi_Popular
Havana feat Young Thug,"Camila Cabello, Young Thug",0.765,0.523,0.03,0.184,3.56e-05,0.132,0.394,0.29219220752693664,4,2018,"Pop,Hip Hop,Rap",0.830231798889977,81.0,Semi_Popular
Thunder,Imagine Dragons,0.605,0.822,0.0438,0.00671,0.134,0.147,0.288,0.7518401529022989,4,2017,"Rock,Pop",0.7894221351616062,87.0,Popular_Forever
Dont Wanna Know feat Kendrick Lamar,"Maroon 5, Kendrick Lamar",0.783,0.61,0.0696,0.343,0.0,0.0983,0.418,0.2561478250085716,4,2018,"Pop,Hip Hop,Rap",0.6840515834149525,64.0,Not_so_popular
Something Just Like This,"The Chainsmokers, Coldplay",0.617,0.635,0.0317,0.0498,1.44e-05,0.164,0.446,0.27782843720136285,4,2017,Pop,0.6314071172053541,88.0,Popular_Forever
Perfect,Ed Sheeran,0.599,0.448,0.0232,0.163,0.0,0.106,0.168,0.2196949248984178,3,2017,Pop,0.6687071498530851,89.0,Popular_Forever
Thats What I Like,Bruno Mars,0.853,0.56,0.0406,0.013,0.0,0.0944,0.86,0.5043149670632693,4,2016,Pop,0.7789748612471432,89.0,Popular_Forever
Theres Nothing Holdin Me Back,Shawn Mendes,0.866,0.813,0.0554,0.38,0.0,0.0779,0.969,0.4162794260327837,4,2017,Pop,0.8522690173032973,88.0,Popular_Forever
Say You Wont Let Go,James Arthur,0.358,0.557,0.059,0.695,0.0,0.0902,0.494,0.1466942902371592,4,2016,Pop,0.5800685602350636,88.0,Popular_Forever
Attention,Charlie Puth,0.775,0.613,0.0542,0.109,2.33e-05,0.134,0.797,0.2562864291915,4,2018,Pop,0.8095821090434213,88.0,Popular_Forever
Look What You Made Me Do,Taylor Swift,0.766,0.709,0.123,0.204,1.41e-05,0.126,0.506,0.460574404913883,4,2017,Pop,0.6557296767874632,87.0,Popular_Forever
Too Good At Goodbyes,Sam Smith,0.681,0.372,0.0432,0.64,0.0,0.169,0.476,0.19651884652139984,4,2017,Pop,0.5115899444988572,87.0,Popular_Forever
Love On The Brain,Rihanna,0.509,0.637,0.0471,0.0717,1.08e-05,0.0789,0.378,0.7810856355001787,3,2016,Pop,0.7896669931439764,87.0,Popular_Forever
Unforgettable,"French Montana, Swae Lee",0.726,0.769,0.123,0.0293,0.0101,0.104,0.733,0.24110562368234845,4,2017,"Pop,Hip Hop,Rap",0.7722820763956904,86.0,Popular_Forever
Passionfruit,Drake,0.809,0.463,0.0396,0.256,0.085,0.109,0.364,0.3431985468445664,4,2017,"Pop,Hip Hop,Rap",0.2553052562846881,86.0,Popular_Forever
HUMBLE,Kendrick Lamar,0.908,0.621,0.102,0.000282,5.39e-05,0.0958,0.421,0.6206330563681328,4,2017,"Hip Hop,Rap",0.6420992491021873,86.0,Popular_Forever
Ready For It,Taylor Swift,0.613,0.764,0.136,0.0527,0.0,0.197,0.417,0.6936118061584027,4,2017,Pop,0.6526281423441069,85.0,Popular_Forever
Redbone,Childish Gambino,0.745,0.353,0.0983,0.174,0.00662,0.118,0.598,0.6943121220300406,4,2016,"Hip Hop,Rap",0.317580803134182,85.0,Popular_Forever
Sign of the Times,Harry Styles,0.516,0.595,0.0313,0.0275,0.0,0.109,0.222,0.4014998431584246,4,2017,Pop,0.8059908586353247,85.0,Popular_Forever
Jocelyn Flores,XXXTENTACION,0.872,0.391,0.242,0.469,4.13e-06,0.297,0.437,0.5039866939984389,4,2017,"Hip Hop,Rap",0.4375612144955925,84.0,Popular_Forever
Congratulations,"Post Malone, Quavo",0.63,0.804,0.0363,0.215,0.0,0.253,0.492,0.4246540366644539,4,2016,"Pop,Hip Hop,Rap",0.8424746980084883,84.0,Popular_Forever
I Dont Wanna Live Forever Fifty Shades Darker,"ZAYN, Taylor Swift",0.731,0.445,0.0533,0.0586,1.96e-05,0.14,0.106,0.38689533925197517,4,2017,Pop,0.4968168462291871,84.0,Popular_Forever
Whatever It Takes,Imagine Dragons,0.672,0.655,0.0311,0.0362,0.0,0.117,0.556,0.5107272342629541,4,2017,"Rock,Pop",0.7740777015997387,84.0,Popular_Forever
Bored,Billie Eilish,0.614,0.318,0.0478,0.896,0.00239,0.0795,0.112,0.40140500871747375,4,2017,Pop,0.1477309826967026,84.0,Popular_Forever
XO Tour Llif3,Lil Uzi Vert,0.732,0.75,0.231,0.00264,0.0,0.109,0.401,0.6577279126939548,4,2017,"Hip Hop,Rap",0.6642997061704211,84.0,Popular_Forever
No Lie,"Sean Paul, Dua Lipa",0.742,0.882,0.117,0.0466,0.0,0.206,0.463,0.27068667430205506,4,2018,"Pop,Rap",0.950293829578844,83.0,Semi_Popular
Mask Off,Future,0.833,0.434,0.431,0.0102,0.0219,0.165,0.281,0.6210050991749405,4,2017,"Hip Hop,Rap",0.4660463597779953,83.0,Semi_Popular
Mercy,Shawn Mendes,0.555,0.662,0.0827,0.125,0.0,0.111,0.356,0.6068966523442345,4,2017,Pop,0.779709435194254,83.0,Semi_Popular
BUTTERFLY EFFECT,Travis Scott,0.763,0.628,0.05,0.0531,0.0,0.114,0.193,0.5545918106812762,4,2018,"Hip Hop,Rap",0.7064152791380998,83.0,Semi_Popular
New Rules,Dua Lipa,0.762,0.7,0.0694,0.00261,1.56e-05,0.153,0.608,0.3730568058301297,4,2017,Pop,0.6924583741429969,83.0,Semi_Popular
Feel It Still,Portugal. The Man,0.801,0.795,0.0504,0.0417,0.000113,0.0717,0.754,0.10281512390484471,4,2017,Rock,0.7664054848188049,82.0,Semi_Popular
Magnolia,Playboi Carti,0.791,0.582,0.286,0.0114,0.0,0.35,0.443,0.715321598179179,4,2017,"Hip Hop,Rap",0.5861900097943191,82.0,Semi_Popular
24K Magic,Bruno Mars,0.818,0.803,0.0797,0.034,0.0,0.153,0.632,0.3066508122934616,4,2016,Pop,0.8343943845902708,82.0,Semi_Popular
More Than You Know,Axwell /\ Ingrosso,0.646,0.741,0.034,0.0275,0.0,0.312,0.571,0.4241506846317141,4,2017,"Pop,Hip Hop",0.7779954293176623,82.0,Semi_Popular
Little Dark Age,MGMT,0.705,0.712,0.0385,0.0102,0.000855,0.1,0.62,0.23765510902313236,4,2018,Rock,0.6814397649363368,82.0,Semi_Popular
I Feel It Coming,"The Weeknd, Daft Punk",0.773,0.819,0.118,0.428,0.0,0.0679,0.585,0.2046454286151983,4,2016,"Rock,Jazz,Pop",0.6985798237022527,81.0,Semi_Popular
Young Dumb  Broke,Khalid,0.799,0.539,0.0421,0.199,1.66e-05,0.165,0.394,0.5253390331263998,4,2017,"Jazz,Pop",0.6655239960822722,81.0,Semi_Popular
I Fall Apart,Post Malone,0.556,0.538,0.0382,0.0689,0.0,0.196,0.291,0.5764183220139918,4,2016,"Pop,Rap",0.7424910218739796,81.0,Semi_Popular
