folder,Lyrics
Lil Mosey-Blueberry Faygo,"[Intro]
Damn, Callan (Damn, Callan)

[Chorus]
One bad bitch and she do what I say so (Yeah)
Two big 40's and a big-ass Draco (Boom, boom)
Three more millions when you ask how my day go (Yeah)
Poured up a four, now that's blueberry Faygo (Lean)
One false move and we straight to shootin' shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Yeah)
That's how it go, big bands, I'm thumbin' shit
Ayy, one bad bitch and she do what I say so (Yeah)
Two big 40's and a big ass Draco (Boom, boom)
Three more millions when you ask how my day go (Yeah)
Poured up a four, now that's blueberry Faygo (Lean)
One false move and we straight to shootin' shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Yeah)
That's how it go, big bands, I'm thumbin' shit

[Verse 1]
I'm with my niggas, yeah, we some rockstars
And I'm with my nigga, yeah, KK Wokhardt (KK Wokhardt)
This not my dick, lil' bitch, my Glock hard (Lil' bitch)
Straight to the cash (Cash), I'm a trapstar
Straight to the bag (Bag), I'm that nigga, huh?
Got me some gas, rollin' up some
Pfft, pfft, cash, yeah, I got me some
I ain't fucked since yesterday, I'ma fuck somethin'
You might also like[Chorus]
One bad bitch and she do what I say so (Yeah)
Two big 40's and a big-ass Draco (Boom, boom)
Three more millions when you ask how my day go (Yeah)
Poured up a four, now that's blueberry Faygo (Lean)
One false move and we straight to shootin' shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Yeah)
That's how it go, big bands, I'm thumbin' shit

[Verse 2]
Three-oh clip in my nina (Boom, boom)
On my toes, Gucci, Valentino
She on go, your bitch for the team, uh (Lil' bitch)
'Cause you know your bitch want a winner (Winner)
I just went back to my city (To my city)
And you know they all fuckin' with me (Yeah, they is)
But it ain't safe, poles with me (Poles)
I'ma chase bands 'til they end me

[Chorus]
One bad bitch and she do what I say so (Yeah)
Two big 40's and a big-ass Draco (Boom, boom)
Three more millions when you ask how my day go (Yeah)
Poured up a four, now that's blueberry Faygo (Lean)
One false move and we straight to shootin' shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Yeah)
That's how it go, big bands, I'm thumbin' shit
Ayy, one bad bitch and she do what I say so (Yeah)
Two big 40's and a big-ass Draco (Boom, boom)
Three more millions when you ask how my day go (Yeah)
Poured up a four, now that's blueberry Faygo (Lean)
One false move and we straight to shootin' shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Yeah)
That's how it go, big bands, I'm thumbin' shit126Embed"
"Lil Nas X, Jack Harlow-INDUSTRY BABY feat Jack Harlow","[Intro: Lil Nas X]
(D-D-Daytrip took it to ten, hey)
Baby back, ayy, couple racks, ayy
Couple Grammys on him, couple plaques, ayy
That's a fact, ayy, throw it back, ayy
Throw it back, ayy
[Pre-Chorus: Lil Nas X]
And this one is for the champions
I ain't lost since I began, yeah
Funny how you said it was the end, yeah
Then I went did it again, yeah

[Chorus: Lil Nas X]
I told you long ago on the road
I got what they waiting for
I don't run from nothing, dog
Get your soldiers, tell 'em I ain't layin' low
You was never really rooting for me anyway
When I'm back up at the top, I wanna hear you say
He don't run from nothin', dog
Get your soldiers, tell 'em that the break is over

[Verse 1: Lil Nas X]
Uh, need to, uh
Need to get this album done
Need a couple number onеs
Need a plaque on every song
Need mе like one with Nicki now
Tell a rap nigga I don't see ya, hah
I'm a pop nigga like Bieber, hah
I don't fuck bitches, I'm queer, hah
But these niggas bitches like Madea, yeah, yeah, yeah, ayy (Yeah)
Oh, let's do it
I ain't fall off, I just ain't release my new shit
I blew up, now everybody tryna sue me
You call me Nas, but the hood call me Doobie, yeah
You might also like[Pre-Chorus: Lil Nas X]
And this one is for the champions
I ain't lost since I began, yeah
Funny how you said it was the end, yeah
Then I went did it again, yeah

[Chorus: Lil Nas X]
I told you long ago on the road
I got what they waiting for (I got what they're waiting for)
I don't run from nothing, dog
Get your soldiers, tell 'em I ain't layin' low (Bitch, I ain't runnin' from nowhere)
You was never really rooting for me anyway (Ooh, ooh)
When I'm back up at the top, I wanna hear you say (Ooh, ooh)
He don't run from nothin', dog
Get your soldiers, tell 'em that the break is over (Yeah)

[Verse 2: Jack Harlow]
My track record so clean, they couldn't wait to just bash me
I must be gettin' too flashy, y'all shouldn't have let the world gas me (Woo)
It's too late 'cause I'm here to stay and these girls know that I'm nasty (Mmm)
I sent her back to her boyfriend with my handprint on her ass cheek
City talkin', we takin' notes
Tell 'em all to keep makin' posts
Wish he could, but he can't get close
OG so proud of me that he chokin' up while he makin' toasts
I'm the type that you can't control, said I would, then I made it so
I don't clear up rumors (Ayy), where's y'all sense of humor? (Ayy)
I'm done makin' jokes 'cause they got old like baby boomers
Turned my haters to consumers, I make vets feel like they juniors (Juniors)
Say your time is comin' soon, but just like Oklahoma (Mmm)
Mine is comin' sooner (Mmm), I'm just a late bloomer (Mmm)
I didn't peak in high school, I'm still out here gettin' cuter (Woo)
All these social networks and computers
Got these pussies walkin' 'round like they ain't losers
[Chorus: Lil Nas X]
I told you long ago on the road
I got what they waiting for (I got what they waiting for)
I don't run from nothing, dog
Get your soldiers, tell 'em I ain't layin' low (Bitch, I ain't runnin' from nowhere)
You was never really rooting for me anyway
When I'm back up at the top, I wanna hear you say
He don't run from nothin', dog
Get your soldiers, tell 'em that the break is over
[Outro: Lil Nas X]
Yeah
I'm the industry baby, mmm
I'm the industry baby
Yeah151Embed"
Lil Nas X-MONTERO Call Me By Your Name,"[Verse 1]
I caught it bad yesterday
You hit me with a call to your place
Ain't been out in a while anyway
Was hopin' I could catch you throwin' smiles in my face
Romantic talkin'? You don't even have to try
You're cute enough to fuck with me tonight
Lookin' at the table, all I see is weed and white
Baby, you livin' the life, but nigga, you ain't livin' right

[Pre-Chorus]
Cocaine and drinkin' with your friends
You live in the dark, boy, I cannot pretend
I'm not fazed, only here to sin
If Eve ain't in your garden, you know that you can

[Chorus]
Call me when you want, call me when you need
Call me in the morning, I'll be on the way
Call me when you want, call me when you need
Call me out by your name, I'll be on the way like

[Post-Chorus]
Mmm, mmm, mmm
Mmm, mmm, mmm
You might also like[Verse 2]
Ayy, ayy
I wanna sell what you're buyin'
I wanna feel on your ass in Hawaii
I want that jet lag from fuckin' and flyin'
Shoot a child in your mouth while I'm ridin'
Oh, oh, oh, why me?
A sign of the times every time that I speak
A dime and a nine, it was mine every week
What a time, an incline, God was shinin' on me
Now I can't leave
And now I'm actin' hella elite
Never want the niggas that's in my league
I wanna fuck the ones I envy, I envy

[Pre-Chorus]
Cocaine and drinkin' with your friends
You live in the dark, boy, I cannot pretend
I'm not fazed, only here to sin
If Eve ain't in your garden, you know that you can

[Chorus]
Call me when you want, call me when you need
Call me in the morning, I'll be on the way
Call me when you want, call me when you need
Call me out by your name, I'll be on the way like
[Post-Chorus]
Oh, call me by your name (Mmm, mmm, mmm)
Tell me you love me in private
Call me by your name (Mmm, mmm, mmm)
I do not care if you're lyin'334Embed"
Lil Nas X-THATS WHAT I WANT,"[Intro]
One, two, three, four

[Verse 1]
Need a boy who can cuddle with me all night
Keep me warm, love me long, be my sunlight
Tell me lies, we can argue, we can fight
Yeah, we did it before, but we'll do it tonight
An afro, black boy with the gold teeth
With dark skin, lookin' at me like he know me
I wonder if he got the G or the B
Let me find out and see, comin' over to me, yeah

[Pre-Chorus]
These days, I'm way too lonely
I'm missing out, I know
These days, I'm way too alone
And I'm known for givin' love away, but

[Chorus]
I want someone to love mе
I need someone who needs me
'Causе it don't feel right when it's late at night
And it's just me in my dreams
So I want someone to love
That's what I fuckin' want
You might also like[Verse 2]
Look, you know it's harder to find in these times
But I got nothin' but love on my mind (My mind)
I need a baby with love in my prime
Need an adversary to my ""down and marry""
Like, tell me ""That's life"" when I'm stressin' at night
Be like, ""You'll be okay"" and, ""Everything is alright,"" uh
Let me in that thing, 'cause I'm not wanting anything
But your loving, your body, and a little bit of your brain

[Pre-Chorus]
These days, I'm way too lonely
I'm missing out, I know
These days, I'm way too alone
And I'm known for givin' love away, but

[Chorus]
I want someone to love me
I need someone who needs me
'Cause it don't feel right when it's late at night
And it's just me in my dreams
So I want someone to love
That's what I fuckin' want

[Bridge]
I want someone to love me
I need someone who needs me
[Chorus]
'Cause it don't feel right when it's late at night
And it's just me in my dreams
So I want someone to love
That's what I fuckin' want67Embed"
"Lil Tjay, 6LACK-Calling My Phone","[Chorus: Lil Tjay]
Steady callin' my phone
I done told you before that it's over, leave me 'lone
Know it's hurtin' you to see me gone
Dark clouds, you gon' see me storm
I won't go back
But trust me, you're gon' hold that
Hold that (Mmm, mmm)

[Post-Chorus]
Get you off my mind now
I can't get you off my mind now
I can't get you off my mind now
I can't get you off my mind now (Mmm, mmm)
I can't get you off my mind now
I can't get you off my mind now
I can't get you off my mind now
I can't get you off my mind now (Mmm, mmm)

[Verse 1: Lil Tjay]
I ain't tryna play these games no more
I don't wanna be textin' your name no more
I ain't tryna feel this pain no more
Girl, I'm sorry, but my feelings ain't the same no more (No)
Used to be my homie, you ain't gang no more (No)
I am not a nigga you could claim no more (No)
Traumatized, hoping it don't rain no more
You done put me through some things that done changed my aura
Now all around the world, I explore, no Dora
New bitch, I might drip her in Dior
Ass fat, shawty straight heat, no Florida
Bad and she do it for herself, I applaud her
No needs, yeah, I'm talkin' my boo
So please, leave me alone I'm through
And it's all 'cause what you started
I been told you you gon' lose (Mmm)
You might also like[Chorus: Lil Tjay & 6LACK]
Steady callin' my phone (Brrt)
I done told you before that it's over, leave me 'lone
Know it's hurtin' you to see me gone
Dark clouds, you gon' see me storm
I won't go back (Go back)
But trust me, you're gon' hold that
Hold that (Mmm, mmm)

[Post-Chorus: 6LACK]
Get you off my mind now (Ooh, wow)
I can't get you off my mind now (Yeah, yeah)
I can't get you off my mind now (My mind)
I can't get you off my mind now (Mmm, mmm) (Alright)
I can't get you off my mind now (Woah)
I can't get you off my mind now (Woah)
I can't get you off my mind now (Yeah)
I can't get you off my mind now (Mmm, mmm)

[Verse 2: 6LACK]
I ain't tryna play no games, my love
I'm one of a kind, couldn't fake, my love
Earthquake, make somethin' shake, my love
Most of them can't even relate, my love
Used to be gang, oh, now you're not gang
Used to have fun, no, now you got shame
Used to catch flights, but now I'm not playin'
Play on words, she love it when a nigga sing
I ain't tryna play your game no more
No, you can't wear my chain no more
We are not a thing, can't take no more
Waitin' on your king, you could wait some more
Yeah, I remember days when I used to adore her
Funny how this shit just flipped like a quarter
Get a new thing, I'ma Fendi and Dior her
Get a mood swing, I'll be gone by tomorrow (Mmm, mmm)
[Chorus: Lil Tjay & 6LACK]
Steady callin' my phone (Brrt)
I done told you before that it's over, leave me 'lone (Yeah, yeah)
Know it's hurtin' you to see me gone
Dark clouds, you gon' see me storm
I won't go back (I won't go back)
But trust me, you're gon' hold that (Hold that)
Hold that (Mmm, mmm)

[Post-Chorus: 6LACK]
Get you off my mind now (Mind)
I can't get you off my mind now (Mind)
I can't get you off my mind now (Mind)
I can't get you off my mind now (Mmm, mmm) (Mind)
I can't get you off my mind now (Mind)
I can't get you off my mind now (Mind)
I can't get you off my mind now (Yeah)
I can't get you off my mind now (Mmm, mmm)
I can't232Embed"
"Lil Uzi Vert, Nicki Minaj-Endless Fashion feat Nicki Minaj","[Intro: Nicki Minaj & Lil Uzi Vert]
Uzi (Yeah)
Pink Tape
Lil Uzi
(Bugz Ronin, he gon' run it up)
Yeah
[Chorus: Lil Uzi Vert & Nicki Minaj]
I sold my soul for Chrome Heart mixed with Carhartt (What?)
Yes, I'm splashin' in fashion, I can't take no loss (Loss)
I rock Junya on wannabes, I got no heart (Heart)
I put Endless to denim on rims on my car (Skrrt, woah)
I got a Republican doctor (Yeah)
Made my ass great again, MAGA (Woah)
Know you mad now, enchilada
When bitches test me, it get messy like soccer
I sold my soul for Chrome Heart mixed with Carhartt (Woah)
Yes, I'm splashin' in fashion, I can't take no loss
I rock Junya on wannabes, I got no heart (No wannabe)
I put Endless to denim on rims on my car (Skrrt)
I got a Republican doctor (Ah)
Made my ass great again, MAGA
Bitch, don't make me rag you, pasta
I'm numbеr one, you could only be dolce, Gabbana

[Verse 1: Lil Uzi Vert]
I got a Chinеse girl, yeah, she from Shanghai (Ni hao)
She goes to Parsons in New York, got good eye
I know I love her, only saw her two times
I met her at Dover Street Market, good eye
You might also like[Verse 2: Nicki Minaj & Patty]
Ayo, even if my name was Natalie Nunn
You bitches still couldn't chin-check me
That's word to Chanel, they ain't nothin' to see
Bitches on TV channelin' me
Harajuku Barbie, Roman Zolanski
From Red Ruby to Chun-Li
I put door knocker earrings in Fendi (Oh)
Then stamped the trench coat Burberry
Where the C-O-M-P-E-T-I-T-I-O-N? Don't see any (Oop)
Sittin' under stars in the city lights (City lights)
Baby daddy tell me I got pretty eyes (Pretty eyes)
Bitches only eatin' when I dust crumbs (Dust crumbs)
I stay with that Uzi, I'm his plus one (Oop)
I was really in the field with Karl Lager' (Oop)
And now it's Heaven campaigns (R.I.P.)
Check in with Dapper Dan when I'm in Harlem
My niggas'll blow like Virgil
I got that duffel (Heard you), mm
Ooh
Everything we do, you motherfuckers do it too
Heavy on it, tick-tick-tick-tick-tick-tick-tick-tick too
Everything we do

[Verse 3: Lil Uzi Vert]
These rappers can't dress, yeah, they just be hatin'
I never ratted, but got all the statements
Stopped wearing Kapital 'cause it got basic
I still wear Kapital, Uzi, stop fakin'
I used to wear more Number (N)ine than Asians
I mix the Greg Lauren, Purple Label
My closet too cluttered, clothes on my table
We wore that VLONE 'til it turned faded
[Interlude: Lil Uzi Vert]
Yeah, I'm the reason why niggas wear them Goyard bags (Yeah)
It was niggas doing it, but I brought that shit to the hood (I started that shit)
And I made that shit all good (I started that shit)
They stalkin' my swag, stalkin' my swag

[Chorus: Lil Uzi Vert]
I sold my soul for Chrome Heart mixed with Carhartt (Woah)
Yes, I'm splashin' in fashion, I can't take no loss
I rock Junya on wannabes, I got no heart
I put Endless to denim on rims on my car (Skrrt)
I sold my soul for Chrome Heart mixed with Carhartt (Yes)
Yes, I'm splashin' in fashion, I can't take no loss (No)
I rock Junya on wannabes, I got no heart
I put Endless to denim on rims on my car13Embed"
LISA-MONEY,"[Verse 1]
It's the end of the month and the weekend
I'ma spend this check, everything on me, yeah
I'ma tip myself, I'ma spend it on myself
I'ma drop it like it's pourin', I'ma pour it on myself

[Refrain]
Che-che-che-check that money-makin' bank account number (Yikes)
That's that shit that's never gettin' bounced on ya
Bitch, I do the money dance, I just made a hundred bands
When the store says, ""Sign for it,"" I'ma leave my autograph

[Pre-Chorus]
Dolla' bills, dolla' bills
Watch it fallin' for me, I love the way that feels
Dolla' bills, dolla' bills
Keep on fallin' for me, I love thе way it feels

[Chorus]
I came here to drop somе money, droppin' all my money
Drop some money, all this bread so yummy, yeah
Twerkin', twerkin' when I buy the things I like
Dolla', dollas droppin' on my ass tonight

[Verse 2]
Everyone silent, listen to my money talk
Spend how I like it, yeah, everyone know what I mean, mean
When they see green, when they see green, that mean go
Give me what the hell I want, give me what the hell I want
You might also like[Refrain]
Check that money-makin' bank account number (Yikes)
That's that shit that's never gettin' bounced on ya
Bitch, I do the money dance, I just made a hundred bands
When the store says, ""Sign for it,"" I'ma leave my autograph

[Pre-Chorus]
Dolla' bills, dolla' bills
Watch it fallin' for me, I love the way that feels
Dolla' bills, dolla' bills
Keep on fallin' for me, I love the way it feels

[Chorus]
I came here to drop some money, droppin' all my money
Drop some money, all this bread so yummy, yeah
Twerkin', twerkin' when I buy the things I like
Dolla', dollas droppin' on my ass tonight
(Drop some money, droppin' all my money)
(Drop some money, all this bread so yummy, yeah)
Drop some money, droppin' all my money
Drop some money, all this bread so yummy, yeah

[Outro]
My money moves, money I choose
CELINE my shoes, walkin' on you, my money rules
My money moves, money I choose
Watch how my wons and yens and dollars be droppin' on you, you, you
Dun, dun-dun-dun-dun-dun, dun
Dun-dun-dun-dun-dun-dun
Dun, dun-dun-dun-dun-dun, dun
Droppin' on you
Dun, dun-dun-dun-dun-dun, dun
Dun-dun-dun-dun-dun-dun
Dun, dun-dun-dun-dun-dun, dun
Droppin' on you128Embed"
"Lizzo, Cardi B-Rumors feat Cardi B","[Intro: Lizzo]
They don't know I do it for the culture, goddamn
They say I should watch the shit I post, oh, goddamn
Say I'm turnin' big girls into hoes, oh, goddamn
They say I get groupies at my shows, oh, goddamn

[Verse 1: Lizzo]
All the rumors are true, yeah
What ya heard, that's true, yeah
I fuck him and you, yeah
If you believe I do that
Had to cut some hoes loose, yeah
NDA, no loose lips
Now them hoes tryna sue me
Bitch, I don't give two shits
All the rumors are true, yeah
I've been in the bamboo, yeah
Focused on this music
My ex nigga, he blew it
Last year, I thought I would losе it
Readin' shit on the internеt
My smoothie cleanse and my diet
No, I ain't fuck Drake yet (Ha)

[Pre-Chorus: Lizzo]
Spendin' all your time tryna break a woman down
Realer shit is goin' on, baby, take a look around
If you thought that I was ratchet with my ass hangin' out
Just wait until the summer when they let me out the house, bitch
You might also like[Chorus: Lizzo & Cardi B]
(Talkin', talkin', talkin')
Give 'em somethin' to talk about
Sick of rumors (Ooh)
But haters do what they do (Uh)
Haters do what they do (Cardi)

[Verse 2: Cardi B, Cardi B & Lizzo, Lizzo]
All the rumors are true, yeah
Fake ass, fake boobs, yeah
Made a million at Sue's, yeah
Y'all be runnin' with fake news, yeah
Cardi ain't poppin', no, that's a machine (Huh?)
Nobody listen, they buyin' them streams (Hmm)
They even post it on blogs overseas
And lie in a language I can't even read
The fuck do this mean?
Look, I'm a Bronx bitch with some pop hits
Used to pop off when they pop shit (Woo)
But I'm calmed down and I'm locked in
And my records live in the top ten
Lizzo, teach me about big girl coochie (Okay)
Last time I got freaky, the FCC sued me
But I'ma keep doin' what I wanna do
'Cause all the rumors are
All the rumors are true, yeah
[Bridge: Lizzo, Lizzo & Cardi B]
They hated on me since school, yeah
I never thought I was cool, yeah
Now me and Cardi, we cool, yeah
I love hoes on poles, yeah (Woo)
I am body goals, yeah
This shit from my soul, yeah
Black people made rock and roll, yeah

[Pre-Chorus: Lizzo]
Why you spendin' all your time tryna break a woman down?
Realer shit is goin' on, baby, take a look around
If you thought that I was ratchet with my ass hangin' out
Just wait until the summer when they let me out the house, bitch

[Chorus: Lizzo & Cardi B]
What they say? (Yeah)
What they say? (Yeah)
(Talkin', talkin', talkin')
Give 'em somethin' to talk about
Sick of rumors (Ooh)
But haters do what they do
Haters do what they do

[Outro: Lizzo]
All the rumors are true
Rumors, yeah (Yeah)
Sheesh21Embed"
Lizzo-About Damn Time,"[Intro]
Anyway

[Verse 1]
It's bad bitch o'clock, yeah, it's thick-thirty
I've been through a lot, but I'm still flirty (Okay)
Is everybody back up in the buildin'?
It's been a minute, tell me how you're healin'
'Cause I'm about to get into my feelings
How you feelin'? How you feel right now?

[Pre-Chorus]
Oh, I been so down and under pressure
I'm way too fine to be this stressed, yeah
Oh, I'm not the girl I was or used to be, uh
Bitch, I might be better

[Chorus]
Turn up the music, turn down the lights
I got a feelin' I'm gon' be alright
Okay (Okay), alright
It's about damn time (Time)
Turn up the music, let's celebrate (Alright)
I got a feelin' I'm gon' be okay
Okay (Okay), alright
It's about damn time
You might also like[Verse 2]
In a minute, I'ma need a sentimental
Man or woman to pump me up
Feelin' fussy, walkin' in my Balenci-ussies
Tryna bring out the fabulous
'Cause I give a fuck way too much
I'ma need like two shots in my cup
Wanna get up, wanna get down
Mm, that's how I feel right now

[Pre-Chorus]
Oh, I been so down and under pressure
I'm way too fine to be this stressed, yeah
Oh, I'm not the girl I was or used to be, uh
Bitch, I might be better

[Chorus]
Turn up the music, turn down the lights
I got a feelin' I'm gon' be alright
Okay (Okay), alright
It's about damn time (Time)
Turn up the music, let's celebrate (Alright)
I got a feelin' I'm gon' be okay
Okay (Okay), alright
It's about damn time
[Bridge]
Bitch
'Cause, uh, you know what time it is, uh
I'm comin' out tonight, I'm comin' out tonight (Uh-huh)
I'm comin' out tonight, I'm comin' out tonight (Woo)
I'm comin' out tonight, I'm comin' out tonight
Okay (Okay), alright (Alright)
It's about damn time
I'm comin' out tonight (Let's go), I'm comin' out tonight (Comin' out tonight)
I'm comin' out tonight, I'm comin' out tonight (Woo)
I'm comin' out tonight, I'm comin' out tonight (Comin' out tonight)
Okay (Okay), alright
It's about damn time (Oh)

[Outro]
Bitch
Yeah, yeah
It's about damn time13Embed"
Lorde-Solar Power,"[Verse 1]
I hate the winter, can't stand the cold
I tend to cancel all the plans (So sorry, I can't make it)
But when the heat comes, something takes a hold
Can I kick it? Yeah, I can
[Pre-Chorus]
My cheeks in high colour, overripe peaches
No shirt, no shoes, only my features
My boy behind me, he's taking pictures
Lead the boys and girls onto the beaches
Come one, come all, I'll tell you my secrets
I'm kinda like a prettier Jesus

[Chorus]
Forget all of thе tears that you've cried
It's ovеr (Over, over, over, over)
It's a new state of mind
Are you coming, my baby?

[Verse 2]
Acid green, aquamarine
The girls are dancing in the sand
And I throw my cellular device in the water
Can you reach me? No, you can't (Aha)
You might also like[Pre-Chorus]
My cheeks in high colour, overripe peaches
No shirt, no shoes, only my features
My boy behind me, he's taking pictures (He's taking pictures)
Lead the boys and girls onto the beaches
Come one, come all, I'll tell you my secrets
I'm kinda like a prettier Jesus

[Chorus]
Turn it on in a new kind of bright
It's solar (Solar, solar, solar, solar, solar)
Come on and let the bliss begin
Blink three times when you feel it kicking in

[Outro]
That solar-olar-olar power
Solar-olar-olar power
Solar-olar-olar power
Solar-olar-olar power
Solar-olar-olar power
Solar-olar-olar power104Embed"
"Lost Frequencies, Calum Scott-Where Are You Now","[Intro: Calum Scott]
You're just like my favorite song going 'round and 'round my head
Like my favorite song going 'round and 'round my head

[Verse 1: Calum Scott]
Five days on the freeway
Ridin' shotgun with you (Yeah, yeah)
Two hearts in the fast lane
We had big dreams in blue (Yeah, yeah)
Playin' ""Sweet Child of Mine""
And I still feel that line
Where are you now?
Where are you now?

[Chorus: Calum Scott]
Hey, it's been too long
Too long ago, my love
Where did we go wrong?
Too late to turn around
Where are you now?
Where are you now?
Hey, it's been too long

[Post-Chorus: Calum Scott]
You're just like my favoritе song going 'round and 'round my head
Like my favorite song going 'round and 'round my hеad
You're just like my favorite song going 'round and 'round my head
Like my favorite song going 'round and 'round my head
You might also like[Refrain: Calum Scott]
Hey, hey, hey, hey
Hey, hey, hey, hey
(Where are you now?)
Hey, hey, hey, hey
Hey, it's been too long

[Verse 2: Calum Scott]
Some days I can feel it
But the feelin' ain't all blue (Yeah, yeah)
You got me believin'
One day you gotta come through (Yeah, yeah)
Lost in these city lights
'Cause I can't sleep tonight
Where are you now?
Where are you now?

[Chorus: Calum Scott]
Hey, it's been too long
Too long ago, my love
Where did we go wrong?
Too late to turn around
Where are you now?
Where are you now?
Hey, it's been too long
[Post-Chorus: Calum Scott]
You're just like my favorite song going 'round and 'round my head
Like my favorite song going 'round and 'round my head
You're just like my favorite song going 'round and 'round my head
Like my favorite song going 'round and 'round my head

[Refrain: Calum Scott]
Hey, hey, hey, hey
Hey, hey, hey, hey
Where are you now? Where are you now?
Where are you now? Where are you now?
Where are you now?7Embed"
Maluma-Hawi,"[Intro]
Stop lying to yourself (Ah)
The picture you posted with him saying that he was your heaven
Baby, I know you so well, I know it was to make me jealous
I won't tell you who, but they saw you crying for me
They saw you for me

[Pre-Chorus]
Let me tell you
It looks like he treats you well, that he's such a gentleman
But that won't change the fact that I was first
I know that you'll do well, but he doesn't love you like I love you

[Chorus]
It could be that you're missing nothing, nothing apparently
Vacation in Hawaii, I congratulate you
What you're posting on Instagram is very cute
So that I see how you're doing, so that I see
It could be that you're missing nothing, nothing apparently
Vacation in Hawaii, I congratulate you
What you're posting on Instagram is very cute
So that I see how good you're doing, but you're doing badly
Because love isn't bought with anything

[Verse]
Lie to all your followers
Tell him that the times are better now
I don't think that you'll ignore me if I call you
'Cause after me, there won't be any more loves
You and I were one
We'd do it on an empty stomach before breakfast
We'd smoke hookah and I'd pass you the smoke
And now in this war no one wins
If you ask me, it's no one's fault
Sometimes problems can accumulate for people
Let me speak, please, don't interrupt me
If I did something bad, then forgive me
People will believe you, you play that role well
Baby, but you're not happy with him
You might also like[Chorus]
It could be that you're missing nothing, nothing apparently
Vacation in Hawaii, I congratulate you
What you're posting on Instagram is very cute
So that I see how you're doing, so that I see
It could be that you're missing nothing, nothing apparently
Vacation in Hawaii, I congratulate you
What you're posting on Instagram is very cute
So that I see how good you're doing, but you're doing badly
Because love isn't bought with anything

[Outro]
(Stop lying to yourself)
(The picture you posted with him saying that he was your heaven)
Mamacita
(Baby, I know you so well, I know it was to make me jealous)
Maluma, baby
(I won't tell you who, but they saw you crying for me)
Hahahaha
(They saw you for me)
Papi JuanchoEmbed"
Manuel Turizo-La Bachata,"[Letra de ""La Bachata""]

[Verso 1]
Te bloqueé de Insta, pero por otra cuenta veo tus historias (Oh-oh-oh)
Tu número lo borré; no sé pa' qué si me lo sé de memoria
Me hiciste daño, y así te extraño
Y aunque sé que un día te voy a olvidar
Aún no lo hago, es complicado
To' lo que hicimo' me gusta recordar

[Coro]
Ando manejando por las calles que me besaste
Oyendo las canciones que un día me dedicaste
Te diría que volvieras, pero eso no se pide
Mejor le pido a Dios que me cuide
Porque ando manejando por las calles que me besaste
Oyendo las canciones que un día me dedicaste
Te diría que volvieras, pero eso no se pide
Mejor le pido a Dios que me cuide, eh

[Verso 2]
Que me cuide de otra que se parezca a ti
No quiero caer como hice por ti
Ojalá te enamore, te haga lo mismo que me hiciste a mí
Tú me enseñaste a no amar a cualquiera
Y también cómo no quiero que me quieran
No-oh-oh, éramos tres en una relación de dos
No te perdono, pídele perdón a Dios
Dije que te olvidé y la verdad e' que yo-oh-oh
Yo-oh-oh
See Manuel Turizo LiveGet tickets as low as $65You might also like[Coro]
Ando manejando por las calles que me besaste
Oyendo las canciones que un día me dedicaste
Te diría que volvieras, pero eso no se pide
Mejor le pido a Dios que me cuide
Porque ando manejando por las calles que me besaste
Oyendo las canciones que un día me dedicaste
Te diría que volvieras, pero eso no se pide
Mejor le pido a Dios que me cuide, eh

[Outro]
Manuel TurizoEmbed"
